,MathScore,ReadingScore,WritingScore,Gender_female,Gender_male,EthnicGroup_group A,EthnicGroup_group B,EthnicGroup_group C,EthnicGroup_group D,EthnicGroup_group E,EthnicGroup_unknown,LunchType_free/reduced,LunchType_standard
225,63,57,53,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
225,53,55,51,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
225,52,67,66,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
225,76,79,72,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
225,45,57,49,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
225,63,67,61,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
225,86,84,91,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
225,47,62,56,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
225,38,36,33,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
225,71,78,78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
225,69,61,60,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
225,45,60,57,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
225,56,56,48,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
225,62,77,69,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
225,81,80,76,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
225,85,81,87,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
225,54,70,69,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
225,56,68,63,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
225,66,68,66,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
225,72,65,53,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
225,30,46,44,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
225,68,78,77,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
225,47,60,59,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
225,45,57,49,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
225,44,61,62,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
225,84,79,80,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
226,72,72,71,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
226,69,67,66,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
226,67,63,72,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
226,53,77,86,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
226,57,69,70,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
226,73,82,82,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
226,54,66,74,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
226,40,50,50,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
226,91,85,86,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
226,100,100,100,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
226,43,49,54,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
226,51,60,56,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
226,89,96,97,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
226,51,59,59,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
226,52,46,41,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
226,65,59,54,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
226,59,59,61,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
226,75,84,76,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
226,72,74,80,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
226,96,99,100,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
226,77,66,52,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
226,57,53,48,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
226,64,59,50,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
226,44,44,43,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
226,66,70,80,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
226,61,60,55,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
226,43,47,46,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
226,53,58,51,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
226,82,99,98,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
226,73,73,85,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
226,72,81,78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
227,58,50,55,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
227,76,57,60,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
227,74,83,78,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
227,82,85,89,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
227,63,64,67,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
227,63,74,64,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
227,48,61,61,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
227,61,57,52,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
227,42,58,52,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
227,52,40,40,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
227,73,71,58,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
227,75,84,84,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
227,57,67,58,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
227,70,68,67,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
227,77,71,77,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
227,86,72,80,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
227,55,66,66,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
227,69,68,62,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
227,66,80,75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
227,84,97,93,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
227,73,76,72,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
227,72,89,83,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
227,51,54,55,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
227,67,72,65,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
227,60,55,54,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
227,37,45,44,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
227,68,65,62,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
227,41,57,53,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
227,61,69,60,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
227,90,85,84,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
227,71,67,73,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
228,68,72,64,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
228,80,70,63,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
228,54,62,69,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
228,77,89,84,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
228,69,57,58,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
228,57,71,67,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
228,100,89,87,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
228,64,66,65,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
228,53,40,41,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
228,64,79,79,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
228,72,82,83,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
228,49,47,50,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
228,89,71,69,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
228,50,52,44,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
228,79,77,80,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
228,78,81,78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
228,69,72,58,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
228,59,74,75,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
228,71,67,69,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
228,39,64,52,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
228,89,76,73,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
228,65,80,73,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
228,81,91,94,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
228,79,80,83,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
228,63,68,69,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
228,78,75,71,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
228,68,67,63,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
228,93,88,82,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
228,75,86,82,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
228,53,65,68,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
228,80,77,80,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
229,93,97,98,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
229,74,82,76,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
229,39,47,56,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
229,54,43,43,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
229,62,69,65,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
229,89,97,95,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
229,86,76,71,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
229,83,82,77,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
229,66,55,45,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
229,65,81,80,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
229,66,69,76,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
229,73,69,67,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
229,64,80,87,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
229,78,77,84,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
229,64,61,59,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
229,42,54,52,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
229,67,71,66,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
229,51,45,44,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
229,71,78,70,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
229,50,66,71,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
229,89,88,84,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
229,88,100,100,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
229,86,80,82,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
229,67,84,80,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
229,47,57,55,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
229,79,69,65,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
229,66,59,60,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
229,58,64,63,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
229,51,70,71,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
229,82,67,73,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
230,78,64,67,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
230,62,62,63,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
230,80,84,82,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
230,68,61,51,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
230,62,56,55,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
230,22,43,34,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
230,76,84,86,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
230,62,65,64,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
230,69,75,70,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
230,78,87,86,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
230,72,74,78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
230,83,80,86,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
230,55,61,55,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
230,37,61,50,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
230,46,46,39,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
230,66,69,62,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
230,67,65,63,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
230,52,51,51,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
230,90,90,85,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
230,70,68,67,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
230,44,51,54,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
230,84,77,73,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
230,25,15,21,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
230,48,44,38,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
230,82,90,88,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
230,96,85,90,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
230,61,62,57,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
230,83,95,94,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
230,88,80,77,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
230,54,63,57,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
230,72,82,89,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
231,47,43,43,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
231,53,73,61,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
231,32,41,45,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
231,73,71,70,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
231,60,81,72,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
231,81,81,72,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
231,68,78,75,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
231,88,91,89,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
231,44,45,41,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
231,61,50,56,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
231,69,75,74,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
231,83,74,76,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
231,84,77,73,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
231,81,87,80,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
231,75,73,79,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
231,84,92,95,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
231,67,64,65,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
231,72,96,86,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
231,58,63,62,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
231,78,79,85,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
231,59,80,71,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
231,77,79,75,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
231,40,60,60,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
231,93,80,81,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
231,64,66,67,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
231,78,76,72,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
231,59,76,72,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
231,58,55,52,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
231,57,65,59,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
231,59,47,54,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
231,75,62,61,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
232,67,86,83,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
232,44,64,64,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
232,80,69,66,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
232,100,96,96,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
232,64,66,59,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
232,31,42,47,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
232,42,48,52,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
232,86,87,83,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
232,65,76,75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
232,47,48,53,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
232,75,77,79,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
232,65,69,72,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
232,71,59,55,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
232,88,100,93,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
232,80,78,73,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
232,72,64,59,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
232,77,81,79,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
232,63,90,83,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
232,85,95,94,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
232,55,73,71,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
232,76,75,71,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
232,82,78,78,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
232,59,65,57,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
232,69,68,68,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
232,84,68,72,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
232,52,61,64,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
232,72,68,71,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
232,67,71,58,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
232,49,56,52,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
232,79,75,70,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
233,94,88,79,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
233,56,70,63,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
233,41,62,61,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
233,84,87,81,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
233,53,47,47,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
233,84,94,92,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
233,70,72,79,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
233,64,61,61,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
233,55,64,65,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
233,49,66,61,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
233,66,70,67,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
233,78,85,82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
233,40,53,52,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
233,52,55,59,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
233,54,46,43,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
233,64,80,76,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
233,66,56,48,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
233,100,94,93,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
233,67,83,80,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
233,54,50,55,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
233,69,79,78,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
233,88,85,95,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
233,95,83,89,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
233,68,78,84,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
233,62,64,66,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
233,51,53,48,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
233,70,79,75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
233,93,92,90,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
233,72,61,63,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
233,65,61,54,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
233,95,99,100,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
234,85,83,85,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
234,32,56,51,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
234,70,65,72,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
234,91,87,86,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
234,70,78,74,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
234,47,40,39,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
234,59,44,47,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
234,58,59,50,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
234,72,75,72,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
234,45,52,48,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
234,67,66,69,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
234,59,73,71,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
234,82,87,86,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
234,52,60,61,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
234,62,70,75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
234,40,39,35,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
234,90,86,92,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
